"Company
(Maker-if known)","Company
Location","Broad Bean
Origin","Specific Bean Origin
or Bar Name","Bean
Type","Cocoa
Percent",Rating,Flavours of Cocoa Rating System,"Review
Date",REF
Mesocacao,Honduras,Honduras,Honduras, ,70%,3,satisfactory,2014,1347
Mesocacao,Honduras,Nicaragua,"La Tronca, Matagalpa", ,70%,3,satisfactory,2014,1351
Mesocacao,Honduras,Nicaragua,"La Tronca, Matagalpa", ,80%,3,satisfactory,2014,1351
Metiisto,Sweden,Brazil,"Fazenda Sempre Firme P., Bahia", ,70%,3,satisfactory,2014,1267
Metiisto,Sweden,Madagascar,Akesson Estate,Trinitario,72%,3,satisfactory,2014,1267
Metropolitan,Amsterdam,South America,South America,Trinitario,70%,3,satisfactory,2015,1688
Michel Cluizel,France,Mexico,"Chiapas, Mokaya P.", ,66%,3.75,Praiseworthy,2012,963
Michel Cluizel,France,Venezuela,"Carenero Superior, Concepcion",Trinitario,66%,3,satisfactory,2007,117
Michel Cluizel,France,Sao Tome & Principe,Vila Gracinda,Forastero,67%,3,satisfactory,2007,135
Michel Cluizel,France, ,Carre Amer, ,60%,2,Disappointing,2006,24
Michel Cluizel,France, ,Carre Grand Noir, ,85%,2,Disappointing,2006,24
Michel Cluizel,France,Sao Tome & Principe,Tamarina,Forastero,70%,3,satisfactory,2006,24
Michel Cluizel,France,Dominican Republic,Los Ancones P., ,67%,4,Premium,2006,24
Michel Cluizel,France,Madagascar,Mangaro P.,Trinitario,65%,4,Premium,2006,24
Michel Cluizel,France,Papua New Guinea,Maralumi P., ,64%,4,Premium,2006,24
Michel Cluizel,France, ,Noir Infini, ,99%,2,Disappointing,2006,81
Middlebury,U.S.A.,Belize,Maya Mountain,Trinitario,80%,3,satisfactory,2015,1490
Middlebury,U.S.A.,Trinidad,San Juan Estate,Trinitario,70%,3,satisfactory,2015,1490
Middlebury,U.S.A.,Dominican Republic,Oko Caribe, ,75%,3.75,Praiseworthy,2015,1490
Middlebury,U.S.A.,Venezuela,"Patanemo, Epoch, Donaldo", ,75%,3.75,Praiseworthy,2015,1490
Middlebury,U.S.A.,Tanzania,Kokoa Kamili, ,75%,3,satisfactory,2015,1538
Middlebury,U.S.A.,Nicaragua,"Matagalpa, Cacao Bisiesto", ,70%,3,satisfactory,2015,1538
Middlebury,U.S.A.,Dominican Republic,La Red, ,75%,2,Disappointing,2013,1117
Middlebury,U.S.A.,Belize,Belize,Trinitario,80%,3,satisfactory,2013,1117
Middlebury,U.S.A., ,Houseblend, ,65%,1,Unpleasant,2012,887
Middlebury,U.S.A.,Bolivia,Alto Beni,Criollo,75%,2,Disappointing,2012,887
Middlebury,U.S.A.,Indonesia,"Balinese, Java",Criollo,70%,2,Disappointing,2012,887
Millcreek Cacao Roasters,U.S.A.,Ecuador,Ecuador,Forastero (Nacional),70%,2,Disappointing,2013,1073
Millcreek Cacao Roasters,U.S.A.,Ecuador,Ecuador, ,70%,3,satisfactory,2012,825
Mindo,U.S.A.,Ecuador,Ecuador, ,67%,3,satisfactory,2010,607
Mindo,U.S.A.,Ecuador,Ecuador, ,77%,3,satisfactory,2010,607
Minimal,Japan,Haiti,"Acul-du-Nord, 2015","Criollo, Trinitario",70%,3,satisfactory,2016,1920
Mission,Brazil,Brazil,"Fazenda Camboa, Bahia", ,75%,3.75,Praiseworthy,2016,1880
Mission,Brazil,Brazil,"Bahia, Fazenda Venturosa",Forastero (Parazinho),70%,3,satisfactory,2015,1626
Mita,Colombia,Colombia,Tumaco, ,65%,2,Disappointing,2012,955
Moho,U.S.A.,Belize,"Toledo District, w/ nibs",Trinitario,73%,3,satisfactory,2013,1026
Moho,U.S.A.,Belize,Toledo District,Trinitario,72%,3,satisfactory,2013,1030
Moho,U.S.A.,Belize,"Umoho R., Toledo District, San Felipe",Trinitario,67%,3,satisfactory,2010,607
Molucca,U.S.A.,Dominican Republic,La Red, ,70%,3,satisfactory,2015,1614
Molucca,U.S.A.,Indonesia,Indonesia, ,70%,3,satisfactory,2015,1618
Molucca,U.S.A.,Peru,Peru, ,70%,3,satisfactory,2015,1618
Momotombo,Nicaragua,Nicaragua,Matagalpa, ,70%,3,satisfactory,2011,661
Momotombo,Nicaragua,Nicaragua,Mombacho, ,70%,3,satisfactory,2011,661
Momotombo,Nicaragua,Nicaragua,Oscuro, ,70%,3,satisfactory,2011,772
Monarque,Canada,Dominican Republic,Oko Caribe, ,72%,3,satisfactory,2016,1812
Monsieur Truffe,Australia,Papua New Guinea,Papaua New Guinea, ,70%,3,satisfactory,2014,1391
Montecristi,Ecuador,Ecuador,Manabi, ,70%,3,satisfactory,2015,1654
Montecristi,Ecuador,Ecuador,Manabi, ,63%,3,satisfactory,2015,1654
Montecristi,Ecuador,Ecuador,Manabi, ,85%,3,satisfactory,2015,1658
Muchomas (Mesocacao),U.S.A.,Nicaragua,Nicaragua, ,70%,3,satisfactory,2015,1462
Muchomas (Mesocacao),U.S.A.,Nicaragua,Nicaragua, ,80%,3,satisfactory,2015,1462
Mutari,U.S.A.,Tanzania,"Kokoa Kamili, batch 1 SRB", ,68%,3,satisfactory,2016,1896
Mutari,U.S.A.,Dominican Republic,"Oko Caribe, batch 1 SRB", ,71%,3,satisfactory,2016,1896
Mutari,U.S.A.,Madagascar,"Ambanja, batch 1 SRB", ,68%,3,satisfactory,2016,1900
Mutari,U.S.A.,Vietnam,"Tien Giang, batch 1 SRB",Trinitario,80%,3,satisfactory,2016,1900
Nahua,Costa Rica,Costa Rica,"Costa Rica, Oscuro", ,58%,2,Disappointing,2013,1049
Nahua,Costa Rica,Costa Rica,"Costa Rica, Oscuro", ,70%,3,satisfactory,2013,1049
Na?ve,Lithuania,Nicaragua,Nicaragua,Criollo,70%,3,satisfactory,2014,1379
Na?ve,Lithuania,Venezuela,Chuao,Trinitario,75%,3,satisfactory,2014,1399
Na?ve,Lithuania,Venezuela,Barinas, ,70%,3,satisfactory,2014,1399
Naive,Lithuania,"Trinidad, Tobago",Trinidad & Tobago, ,70%,3.75,Praiseworthy,2013,1046
Naive,Lithuania,Peru,"Maranon Canyon, Fortunato No. 4",Forastero (Nacional),78%,3.75,Praiseworthy,2013,1133
Naive,Lithuania,Grenada,Grenada,Trinitario,71%,2,Disappointing,2012,867
Nanea,U.S.A.,Hawaii,Criollo Blend, ,85%,3,satisfactory,2013,1007
Nathan Miller,U.S.A.,Peru,Peru, ,72%,2,Disappointing,2014,1403
Nathan Miller,U.S.A.,Dominican Republic,Hispaniola, ,70%,2,Disappointing,2014,1403
Nathan Miller,U.S.A.,Madagascar,Madagascar,Trinitario,73.50%,2,Disappointing,2014,1403
Nathan Miller,U.S.A.,Ghana,Ghana,Forastero,70%,3,satisfactory,2014,1403
Neuhaus (Callebaut),Belgium,Papua New Guinea,Papua New Guinea,Criollo,70%,2,Disappointing,2010,531
Neuhaus (Callebaut),Belgium,Trinidad,Manickchand Estate,Trinitario,67%,3.75,Praiseworthy,2008,230
Neuhaus (Callebaut),Belgium, ,Dark, ,73%,1,Unpleasant,2007,135
Neuhaus (Callebaut),Belgium,West Africa,West Africa,Forastero,73%,2,Disappointing,2006,15
Neuhaus (Callebaut),Belgium,Sao Tome & Principe,Sao Tome,Forastero,75%,3,satisfactory,2006,15
Neuhaus (Callebaut),Belgium,Venezuela,Ocumare,Criollo,71%,3,satisfactory,2006,24
Nibble,U.S.A.,Venezuela,Patanemo,Criollo,72%,2,Disappointing,2015,1526
Nibble,U.S.A.,Dominican Republic,Elvesia P.,Trinitario,72%,3,satisfactory,2015,1526
Nibble,U.S.A.,Madagascar,"Ambanja, Sambirano Valley",Trinitario,72%,3,satisfactory,2015,1526
Nibble,U.S.A.,Peru,Tumbes,Criollo,72%,3,satisfactory,2015,1526
Night Owl,U.S.A.,Peru,Peru, ,75%,3,satisfactory,2013,1022
Night Owl,U.S.A.,Ecuador,Ecuador, ,75%,3,satisfactory,2013,1022
Noble Bean aka Jerjobo,U.S.A.,Ghana,Ghana,Forastero,75%,3,satisfactory,2014,1295
Noble Bean aka Jerjobo,U.S.A.,Belize,Moho Valley,Trinitario,75%,3,satisfactory,2014,1299
Noble Bean aka Jerjobo,U.S.A.,Peru,Maranon Canyon,Forastero (Nacional),75%,3,satisfactory,2014,1299
Noir d' Ebine,U.S.A.,Venezuela,Venezuela, ,70%,3,satisfactory,2012,837
Noir d' Ebine,U.S.A.,Ecuador,Ecuador, ,70%,3,satisfactory,2012,841
Nova Monda,Nicaragua,Nicaragua,"La Patriota, cacao Indio, purple label", ,70%,3,satisfactory,2012,931
Nova Monda,Niacragua,Nicaragua,"La Dalia, Matagalpa,cacao Bisesto,green label", ,75%,3,satisfactory,2012,935
Nova Monda,Nicaragua,Ecuador,"Punta Galera, cacao Nacional, gold label",Forastero (Nacional),80%,3,satisfactory,2012,935
Nuance,U.S.A.,Ghana,"Ghana, 2013",Forastero,70%,3.75,Praiseworthy,2015,1454
Nuance,U.S.A.,Ecuador,"Ecuador, 2013",Trinitario,70%,3,satisfactory,2015,1458
Nuance,U.S.A.,Venezuela,"Canoabo, 2013",Criollo,70%,3,satisfactory,2015,1458
Nuance,U.S.A.,Madagascar,"Sambirano Valley, 2012",Trinitario,70%,3,satisfactory,2015,1458
Nuance,U.S.A.,Dominican Republic,La Red, ,70%,3.75,Praiseworthy,2015,1470
Nugali,Brazil,Brazil,Fazenda Leolinda,Trinitario (Scavina),70%,3,satisfactory,2016,1876
Oakland Chocolate Co.,U.S.A.,Jamaica,Jamaica,Trinitario,70%,2,Disappointing,2010,478
Obolo,Chile,Peru,Pangoa,Criollo,70%,3.75,Praiseworthy,2015,1638
Obolo,Chile,Peru,"Pangoa, w/ nibs",Criollo,70%,3.75,Praiseworthy,2015,1638
Ocelot,Scotland,Congo,Virunga,Forastero,70%,3.75,Praiseworthy,2015,1558
Ocelot,Scotland,Peru,Piura,Criollo,75%,4,Premium,2015,1558
Ocho,New Zealand,Samoa,Sang Yum Coop, ,100%,3,satisfactory,2016,1760
Ocho,New Zealand,Samoa,Sang Yum Coop, ,70%,3,satisfactory,2016,1760
Ocho,New Zealand,Papua New Guinea,"PNG, Devotion", ,66%,3,satisfactory,2014,1411
Ocho,New Zealand,Papua New Guinea,"PNG, Revolution", ,70%,3,satisfactory,2014,1411
Ocho,New Zealand,Papua New Guinea,"PNG, Voodoo", ,88%,3,satisfactory,2014,1411
Ocho,New Zealand,Papua New Guinea,"PNG, Nib Bar", ,74%,3,satisfactory,2014,1411
Ohiyo,U.S.A.,Trinidad,"San Juan Estate, Gran Couva",Trinitario,70%,3,satisfactory,2015,1594
Ohiyo,U.S.A.,Tanzania,Tanzania, ,70%,3,satisfactory,2015,1598
Oialla by Bojessen (Malmo),Germany,Bolivia,"Sylvestre, Oialla",Criollo,70%,3,satisfactory,2011,761
Olive and Sinclair,U.S.A.,Dominican Republic,Dominican Republic prototype, ,72%,3,satisfactory,2010,486
Olive and Sinclair,U.S.A.,Ghana,Ghana prototype,Forastero,72%,3,satisfactory,2010,486
Olive and Sinclair,U.S.A.,Ghana,Dark 67, ,67%,3,satisfactory,2009,457
Olive and Sinclair,U.S.A.,Ghana,Dark 75, ,75%,3,satisfactory,2009,457
Olivia,Canada,Carribean,Carribean-Raw, ,76%,2,Disappointing,2011,688
Olivia,Canada,Carribean,Carribean, ,76%,3,satisfactory,2011,688
Olivia,Canada,Carribean,Carribean, ,85%,3,satisfactory,2011,688
Olivia,Canada,Carribean,Carribean-Raw, ,85%,3,satisfactory,2011,688
Omanhene,Ghana,Ghana,Ghana,Forastero,80%,3,satisfactory,2011,693
Omnom,Iceland,Tanzania,"Kakao Kamili, Kilombero Valley",Trinitario,70%,3.75,Praiseworthy,2016,1816
Omnom,Iceland,Papua New Guinea,Papua New Guinea, ,70%,3,satisfactory,2014,1247
Omnom,Iceland,Madagascar,Madagascar,Trinitario,66%,3,satisfactory,2014,1247
organicfair,Canada,Belize,Maya Mountain,Trinitario,74%,3,satisfactory,2013,1161
organicfair,Canada,Dominican Republic,La Red, ,72%,3,satisfactory,2013,1165
organicfair,Canada,Nicaragua,Nicaraqua,Trinitario,72%,3,satisfactory,2013,1165
organicfair,Canada,Dominican Republic,Caribe, ,72%,3,satisfactory,2013,1165
organicfair,Canada,Ecuador,Mindo,Trinitario,72%,3,satisfactory,2013,1165
Original Beans (Felchlin),Switzerland,Papua New Guinea,Papua Kerafat, ,68%,3,satisfactory,2014,1438
Original Beans (Felchlin),Switzerland, ,"Grand Cru Blend No.1, 5 yr. Anniversary Ed",Blend,80%,3,satisfactory,2014,1442
Original Beans (Felchlin),Switzerland,Bolivia,"Alto Beni, Wild Harvest, Itenez R. 24hr c.", ,66%,3.75,Praiseworthy,2011,733
Original Beans (Felchlin),Switzerland,Congo,"D.R. Congo, Cru Virunga",Forastero,70%,3,satisfactory,2009,331
Original Beans (Felchlin),Switzerland,Peru,"Piura, Apotequil, ""Porcelana"" 72hr c.",Criollo,75%,3,satisfactory,2009,341
Original Beans (Felchlin),Switzerland,Bolivia,"Alto Beni, Wild Harvest, Itenez R., 60hr c.", ,68%,3,satisfactory,2009,341
Original Hawaiin Chocolate Factory,U.S.A.,Hawaii,"Hawai'i, Kona Grand Cru E.",Criollo,60%,3,satisfactory,2009,316
Original Hawaiin Chocolate Factory,U.S.A.,Hawaii,"Hawai'i, Kona Estate Grown", ,60%,3,satisfactory,2006,24
Orquidea,Peru,Peru,Peru, ,65%,3,satisfactory,2012,859
Orquidea,Peru,Peru,Peru, ,72%,3,satisfactory,2012,859
Pacari,Ecuador,Colombia,"Sierra Nevada, Tutu Iku", ,70%,4,Premium,2016,1848
Pacari,Ecuador,Ecuador,Garaua, ,70%,3,satisfactory,2014,1415
Pacari,Ecuador,Ecuador,Cumbia, ,70%,3,satisfactory,2014,1415
Pacari,Ecuador,Ecuador,Montubia, ,70%,3.75,Praiseworthy,2014,1415
Pacari,Ecuador,Ecuador,Tangara, ,70%,4,Premium,2014,1415
Pacari,Ecuador,Ecuador,"Ecuador, raw", ,85%,3,satisfactory,2012,817
Pacari,Ecuador,Peru,Piura, ,70%,4,Premium,2012,863
Pacari,Ecuador,Ecuador,Nube- prototype, ,70%,3,satisfactory,2011,721
Pacari,Ecuador,Ecuador,Esmeraldas,Forastero (Arriba),60%,2,Disappointing,2008,224
Pacari,Ecuador,Ecuador,Manabi,Forastero (Arriba),65%,3,satisfactory,2008,224
Pacari,Ecuador,Ecuador,Los Rios,Forastero (Arriba),72%,3,satisfactory,2008,224
Pacari,Ecuador,Ecuador,Raw,Forastero (Arriba),100%,2,Disappointing,2008,266
Pacari,Ecuador,Ecuador,Raw,Forastero (Arriba),70%,3,satisfactory,2008,266
Palette de Bine,Canada,Guatemala,Lachua, ,70%,3,satisfactory,2016,1720
Palette de Bine,Canada,Belize,Maya Mtn,Trinitario,72%,3,satisfactory,2016,1720
Palette de Bine,Canada,Bolivia,"Silvestre, La Paz, Beni", ,70%,3,satisfactory,2015,1570
Palette de Bine,Canada,Trinidad,"San Juan Estate, Gran Couva",Trinitario,70%,3,satisfactory,2015,1570
Palette de Bine,Canada,Tanzania,Kokoa Kamili, ,72%,3,satisfactory,2015,1574
Palette de Bine,Canada,Vietnam,Lam Dong,Trinitario,72%,3.75,Praiseworthy,2015,1574
Palette de Bine,Canada,Bolivia,"Alto Beni, Palos Blancos", ,72%,3,satisfactory,2014,1239
Palette de Bine,Canada,Madagascar,Sambirano,Trinitario,78%,3.75,Praiseworthy,2014,1239
Palette de Bine,Canada,Ecuador,"Camino Verde P., Balao, Guayas", ,75%,3,satisfactory,2014,1303
Palette de Bine,Canada,"Trinidad, Tobago",Duo- Gran Couva & Camino Verde,Blend,75%,3,satisfactory,2014,1399
Palette de Bine,Canada,Trinidad,Gran Couva,Trinitario,70%,3.75,Praiseworthy,2014,1399
Pangea,Spain,Fiji,Matasawalevu, ,76%,3,satisfactory,2016,1860
Park 75,U.S.A.,South America,South America, ,65%,3,satisfactory,2014,1363
Parliament,U.S.A.,Tanzania,Kilombero Valley, ,70%,3,satisfactory,2016,1856
Parliament,U.S.A.,Guatemala,"Lachua, Q'egchi families", ,70%,3,satisfactory,2015,1542
Parliament,U.S.A.,Bolivia,Alto Beni, ,70%,3,satisfactory,2014,1251
Parliament,U.S.A.,Dominican Republic,Oko Caribe, ,70%,3,satisfactory,2014,1255
Pascha,Peru,Peru,Peru, ,55%,2,Disappointing,2013,1137
Pascha,Peru,Peru,Peru, ,70%,3,satisfactory,2013,1137
Patric,U.S.A., ,Signature Blend,Blend,70%,3.75,Praiseworthy,2011,636
Patric,U.S.A.,Madagascar,Madagascar,Trinitario,75%,4,Premium,2009,331
Patric,U.S.A.,Madagascar,Madagascar,Trinitario,67%,3,satisfactory,2009,439
Patric,U.S.A.,Venezuela,"Rio Caribe, Paria Penninsula",Trinitario,70%,3,satisfactory,2009,439
Patric,U.S.A.,Madagascar,Madagascar,Trinitario,70%,4,Premium,2007,196
Patric,U.S.A.,Peru,"Piura, Choc. Garage Exclusive", ,67%,4,Premium,2013,1034
Paul Young,U.K.,Madagascar,"Madagascar, w/ shell",Trinitario,73%,2,Disappointing,2014,1271
Paul Young,U.K.,Madagascar,"Madagascar, w/ shell",Trinitario,64%,3,satisfactory,2014,1271
Peppalo,U.S.A.,Dominican Republic,Dominican Republic, ,82%,3,satisfactory,2015,1454
Pierre Marcolini,Belgium,Cameroon,"Haut Penja, w/ nibs",Forastero,70%,3,satisfactory,2015,1658
Pierre Marcolini,Belgium,Venezuela,Chuao,Criollo,75%,3,satisfactory,2010,478
Pierre Marcolini,Belgium,Trinidad,Trinite,Trinitario,75%,3,satisfactory,2010,478
Pierre Marcolini,Belgium,Cuba,"Baracoa, Cuba","Criollo, Forastero",78%,3.75,Praiseworthy,2010,516
Pierre Marcolini,Belgium,Peru,"Peru, Las Pampas P.",Criollo,85%,3,satisfactory,2010,531
Pierre Marcolini,Belgium,Brazil,"Bahia Brazil, Fazenda Sao Pedro",Forastero,72%,3,satisfactory,2009,414
Pierre Marcolini,Belgium,Mexico,"Porcelana, Tabasco, Finca La Joya",Criollo,72%,3,satisfactory,2009,445
Pierre Marcolini,Belgium,Venezuela,Cabosse,Blend,70%,4,Premium,2007,111
Pierre Marcolini,Belgium,Ecuador,"Los Rios, Puerto Romero, Equateur",Forastero (Nacional),72%,3.75,Praiseworthy,2007,129
Pierre Marcolini,Belgium,Madagascar,"Sambirano, Ambanja, Madagascar",Trinitario,72%,4,Premium,2007,141
Pierre Marcolini,Belgium,Venezuela,Fleur de Cacao,Blend,85%,3,satisfactory,2007,166
Pierre Marcolini,Belgium,Mexico,"Porcelana, Tabasco, Limited Ed.",Criollo,72%,4,Premium,2006,81
Pierre Marcolini,Belgium,Indonesia,"Kendem Lembu, Java",Criollo,72%,3,satisfactory,2006,93
Pierre Marcolini,Belgium,Venezuela,"Ocumare, Puerto Cabello, Venezuela",Criollo,72%,4,Premium,2006,93
Pinellas,U.S.A.,Honduras,Wampusirpi Region, ,80%,2,Disappointing,2016,1772
Pitch Dark,U.S.A.,Nicaragua,Tenor, ,62%,2,Disappointing,2015,1506
Pitch Dark,U.S.A.,Nicaragua,Johe, ,80%,3,satisfactory,2015,1506
Pitch Dark,U.S.A.,Nicaragua,Chuno,"Criollo, Trinitario",80%,3,satisfactory,2015,1510
Pitch Dark,U.S.A.,Nicaragua,Nicalizo,Trinitario,80%,3,satisfactory,2015,1510
Pitch Dark,U.S.A.,Nicaragua,Rugoso, ,80%,3,satisfactory,2015,1510
Pitch Dark,U.S.A.,Madagascar,Akesson Estate,Trinitario,73%,3,satisfactory,2014,1311
Pitch Dark,U.S.A.,Fiji,Namau Village,Trinitario,73%,2,Disappointing,2014,1315
Pitch Dark,U.S.A.,Ecuador,"Camino Verde P., Balao, Guayas, ""Fruity""", ,73%,3,satisfactory,2014,1319
Pitch Dark,U.S.A.,Ecuador,"Camino Verde P., Balao, Guayas, ""Floral""", ,73%,3,satisfactory,2014,1319
Pomm (aka Dead Dog),U.S.A.,Dominican Republic,"La Red, 2011", ,76%,2,Disappointing,2012,829
Pomm (aka Dead Dog),U.S.A.,Peru,Peru,Criollo,82%,3,satisfactory,2012,829
Potomac,U.S.A.,Dominican Republic,"Oko Caribe, Duarte Province, 2016 H.", ,70%,3.75,Praiseworthy,2016,1820
Potomac,U.S.A.,Venezuela,"Cuyagua, 2013", ,70%,3.75,Praiseworthy,2014,1387
Potomac,U.S.A.,Costa Rica,Upala w/ nibs,Matina,70%,3,satisfactory,2011,647
Potomac,U.S.A.,Costa Rica,"Upala, Batch 18",Matina,70%,3,satisfactory,2011,654
Potomac,U.S.A.,Peru,"San Martin, Amazonian Highlands", ,70%,3,satisfactory,2011,789
Potomac,U.S.A.,Brazil,Bahia, ,70%,3,satisfactory,2011,789
Potomac,U.S.A.,Costa Rica,"Upala, Batch 12",Matina,82%,3.75,Praiseworthy,2010,607
Pralus,France,Peru,Peru, ,75%,3,satisfactory,2015,1446
Pralus,France,Venezuela,"Porcelana, S. of Lake Maracaibo",Criollo (Porcelana),75%,3,satisfactory,2011,717
Pralus,France,Venezuela,Chuao,Trinitario,75%,3,satisfactory,2010,486
Pralus,France,Venezuela,Cuyagua, ,75%,2,Disappointing,2009,451
Pralus,France,Papua New Guinea,Papouasie,Trinitario,75%,3,satisfactory,2008,199
Pralus,France,Madagascar,"Sambirano Valley, Le 100%",Criollo,100%,3,satisfactory,2008,202
Pralus,France,Dominican Republic,Dominican Republic-Organic, ,75%,2,Disappointing,2008,280
Pralus,France,Brazil,"Monte Alegre, Diego Badero", ,75%,3,satisfactory,2008,280
Pralus,France,Sao Tome & Principe,Claudio Corallo w/ nibs,Forastero,75%,4,Premium,2007,162
Pralus,France,Brazil,"Monte Alegre (Itacare), Brazil",Forastero,75%,3,satisfactory,2006,105
Pralus,France,Tanzania,Tanzania,Criollo,75%,3,satisfactory,2006,105
Pralus,France,Sao Tome & Principe,Sao Tome & Principe,Forastero,75%,3,satisfactory,2006,5
Pralus,France,Trinidad,Trinidad,Trinitario,75%,3,satisfactory,2006,5
Pralus,France,Madagascar,"Madagascar, Nosy Be Isle.",Criollo,75%,3.75,Praiseworthy,2006,5
Pralus,France,Indonesia,"Java, Indonesie",Criollo,75%,3,satisfactory,2006,32
Pralus,France,Venezuela,"Barlovento, Venezuela",Trinitario,75%,3,satisfactory,2006,32
Pralus,France,Jamaica,Jamaique,Trinitario,75%,4,Premium,2006,32
Pralus,France,Ecuador,Equateur,Trinitario,75%,3,satisfactory,2006,40
Pralus,France,Vanuatu,Vanuatu,Trinitario,75%,3,satisfactory,2006,40
Pralus,France,Ghana,Ghana,Forastero,75%,3,satisfactory,2006,40
Pralus,France,Colombia,Colombie,Trinitario,75%,3,satisfactory,2006,40
Pralus,France,Ecuador,Fortissima,"Criollo, Trinitario",80%,4,Premium,2006,93
Pralus,France,Cuba,Cuba,Trinitario,75%,3,satisfactory,2006,99
Pralus,France,Venezuela,"Caracas, Venezuela and Ghana","Trinitario, Forastero",75%,3,satisfactory,2006,99
Pralus,France,Indonesia,"Djakarta, Java and Ghana","Criollo, Forastero",75%,3,satisfactory,2006,99
Pump Street Bakery,U.K.,Ecuador,"Chocoan Rainforest, Teroro Escondido, ESM", ,77%,3,satisfactory,2016,1872
Pump Street Bakery,U.K.,Grenada,"Crayfish Bay Estate, 2014",Trinitario,70%,3,satisfactory,2015,1502
Pump Street Bakery,U.K.,Madagascar,"Akesson's, batch 4411",Criollo,74%,3,satisfactory,2015,1530
Pump Street Bakery,U.K.,Honduras,Honduras, ,80%,3,satisfactory,2015,1688
Pump Street Bakery,U.K.,Venezuela,"Patanemo Vil., Carabobo State, Tisano family",Trinitario,75%,3,satisfactory,2014,1223
Pump Street Bakery,U.K.,Ecuador,Guantupi River,Forastero (Nacional),75%,3,satisfactory,2014,1223
Pump Street Bakery,U.K.,Madagascar,"Akessons Estate, Sambirano, Ambanja",Trinitario,72%,3,satisfactory,2014,1223
Pump Street Bakery,U.K.,Ecuador,Guantupi River,Forastero (Nacional),85%,3,satisfactory,2014,1227
Pura Delizia,Italy,Venezuela,Venezuela, ,73%,3,satisfactory,2012,931
Q Chocolate,Brazil,Brazil,Brazil, ,75%,3,satisfactory,2013,1057
Q Chocolate,Brazil,Brazil,Brazil, ,85%,3,satisfactory,2013,1057
Q Chocolate,Brazil,Brazil,Brazil, ,55%,3,satisfactory,2013,1069
Q Chocolate,Brazil,Brazil,Brazil, ,80%,3,satisfactory,2013,1069
Q Chocolate,Brazil,Brazil,Brazil, ,60%,3,satisfactory,2012,935
Q Chocolate,Brazil,Brazil,Brazil, ,65%,3,satisfactory,2012,935
Quetzalli (Wolter),Mexico,Mexico,"Mexico, Lot 28022016",Criollo,70%,3,satisfactory,2016,1796
Quetzalli (Wolter),Mexico,Mexico,"Uranga, Lot 22032016",Trinitario,74%,3,satisfactory,2016,1800
Raaka,U.S.A.,Peru,Amazon Basin Blend, ,70%,3,satisfactory,2016,1788
Raaka,U.S.A.,Congo,Virunga,Forastero,75%,3,satisfactory,2015,1708
Raaka,U.S.A.,Madagascar,Madagascar,Trinitario,75%,3,satisfactory,2012,959
Raaka,U.S.A.,Dominican Republic,La Red, ,85%,3,satisfactory,2011,785
Rain Republic,Guatemala,Guatemala,Suchitepequez E., ,70%,3,satisfactory,2010,470
Rancho San Jacinto,Eucador,Ecuador,Ecuador,"Forastero(Arriba, CCN)",75%,3,satisfactory,2010,565
Ranger,U.S.A.,Peru,"San Martin, Batch 2", ,70%,2,Disappointing,2015,1558
Ranger,U.S.A.,Peru,"Chulucanas, Batch 1", ,80%,3,satisfactory,2015,1562
Ranger,U.S.A.,Peru,"Tumbes, Batch 2",Criollo,73%,3,satisfactory,2015,1562
Raoul Boulanger,France,Peru,Piura,Criollo,75%,3,satisfactory,2016,1872
Raw Cocoa,Poland, ,Raw,Criollo,70%,2,Disappointing,2012,867
Republica del Cacao (aka Confecta),Ecuador,Ecuador,Esmeraldas, ,75%,3,satisfactory,2010,494
Republica del Cacao (aka Confecta),Ecuador,Ecuador,"Los Rios, Vinces",Forastero (Arriba),75%,2,Disappointing,2009,439
Republica del Cacao (aka Confecta),Ecuador,Ecuador,Manabi,Forastero (Arriba),75%,3,satisfactory,2007,147
Republica del Cacao (aka Confecta),Ecuador,Ecuador,El Oro,Forastero (Arriba),67%,3,satisfactory,2007,147
Republica del Cacao (aka Confecta),Ecuador,Ecuador,Los Rios,Forastero (Arriba),75%,3.75,Praiseworthy,2007,170
Ritual,U.S.A.,Ecuador,"Camino Verde P., Balao, 2015 harvest, batch8", ,75%,3.75,Praiseworthy,2016,1860
Ritual,U.S.A.,Ecuador,"Camino Verde P., Balao, Guayas, 2014", ,85%,3,satisfactory,2015,1466
Ritual,U.S.A., ,"Mid Mountain, 2014",Blend,70%,3,satisfactory,2015,1466
Ritual,U.S.A.,Belize,"Toledo District, Maya",Trinitario,75%,3.75,Praiseworthy,2013,1089
Ritual,U.S.A.,Peru,"Maranon, Cajamarca",Forastero (Nacional),75%,3,satisfactory,2013,1181
Ritual,U.S.A.,Madagascar,Sambirano,Trinitario,75%,4,Premium,2012,891
Ritual,U.S.A.,Ecuador,"Camino Verde P., 2012, Balao, Guayas",Nacional (Arriba),75%,3,satisfactory,2012,967
Ritual,U.S.A.,Trinidad,Gran Couva,Trinitario,75%,3,satisfactory,2012,979
Ritual,U.S.A.,Costa Rica,Costa Rica, ,75%,3,satisfactory,2011,745
Roasting Masters,South Korea,Costa Rica,"La Dorado, light roast", ,70%,3,satisfactory,2016,1844
Roasting Masters,South Korea,Costa Rica,"Tapanti, light roast", ,70%,3,satisfactory,2016,1844
Roasting Masters,South Korea,Costa Rica,Maleku, ,70%,3,satisfactory,2016,1844
